file_path,label
voice_dataset\LibriSeVoc\gt\4397_15668_000016_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15668_000016_000006.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000002_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000002_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000002_000007.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000002_000008.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000003_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000003_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000003_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000003_000006.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000004_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000004_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000004_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000004_000008.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000005_000006.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000006.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000008.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000006_000009.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000007_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000008_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000009_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000009_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000009_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000009_000006.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000010_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000010_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000011_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000011_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000011_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000012_000001.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000012_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000012_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000012_000004.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000013_000002.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000013_000003.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000014_000000.wav,1
voice_dataset\LibriSeVoc\gt\4397_15678_000014_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000005_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000005_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000006_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000006_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000007_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000007_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000007_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000007_000015.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000008_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000008_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000008_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000011_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000011_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000011_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000011_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000014_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000014_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000015_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000017_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000017_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000017_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000017_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000017_000010.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000012.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000015.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000016.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000019.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000020.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000022.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000025.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000028.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000018_000034.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000019_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000019_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000019_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000021_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000022_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000011.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000024_000012.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000025_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000025_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000025_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000027_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000027_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000027_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000027_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000029_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000029_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16882_000029_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000010.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000016.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000021.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000022.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000001_000025.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000002_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000002_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000002_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000002_000011.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000002_000015.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000005_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000005_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000005_000016.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000006_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000006_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000009_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000009_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000009_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000011_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000011_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000011_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000013_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000013_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000011.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000014.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000017.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000014_000019.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000012.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000013.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000018.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000016_000020.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000017_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000019_000013.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000019_000015.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000019_000017.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000019_000020.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000019_000021.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000020_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000020_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000020_000005.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000021_000001.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000021_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000021_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000021_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000023_000006.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000023_000009.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000025_000002.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000025_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000027_000000.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000027_000007.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000029_000008.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000031_000003.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000031_000004.wav,1
voice_dataset\LibriSeVoc\gt\4406_16883_000031_000010.wav,1
voice_dataset\LibriSeVoc\gt\4441_76250_000049_000000.wav,1
voice_dataset\LibriSeVoc\gt\4441_76262_000045_000000.wav,1
voice_dataset\LibriSeVoc\gt\4441_76263_000076_000000.wav,1
voice_dataset\LibriSeVoc\gt\4441_76263_000090_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000002_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000002_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000003_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000003_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000004_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000004_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000004_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000005_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000005_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000006_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000006_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000007_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000009_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000009_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000010_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000010_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000011_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000012_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000012_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000012_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000013_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000013_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000014_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000015_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000016_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000016_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000017_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000017_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000019_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000019_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000019_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000020_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000021_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000023_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000023_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000024_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000024_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000026_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000029_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000029_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000029_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000030_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000031_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000032_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000032_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000034_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000034_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000035_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000035_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000036_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000036_000004.wav,1
voice_dataset\LibriSeVoc\gt\446_123501_000037_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000003_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000005_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000006_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000009_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000012_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000012_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000013_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000013_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000014_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000014_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000014_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000016_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000016_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000016_000004.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000017_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000017_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000018_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000019_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000019_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000020_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000021_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000023_000001.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000024_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000027_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000028_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000028_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000028_000003.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000030_000000.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000030_000002.wav,1
voice_dataset\LibriSeVoc\gt\446_123502_000030_000003.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000008_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000016_000002.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000017_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000017_000003.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000032_000002.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000034_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000034_000002.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000035_000003.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000038_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000042_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000051_000001.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000061_000000.wav,1
voice_dataset\LibriSeVoc\gt\4481_17498_000061_000001.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000004_000003.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000004_000005.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000004_000006.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000004_000008.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000005_000001.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000005_000004.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000006_000005.wav,1
voice_dataset\LibriSeVoc\gt\458_126290_000006_000007.wav,1
voice_dataset\LibriSeVoc\gt\458_126294_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\458_126294_000005_000001.wav,1
voice_dataset\LibriSeVoc\gt\458_126294_000007_000000.wav,1
voice_dataset\LibriSeVoc\gt\458_126294_000009_000009.wav,1
voice_dataset\LibriSeVoc\gt\458_126305_000004_000000.wav,1
voice_dataset\LibriSeVoc\gt\458_126305_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\458_126305_000010_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000003_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000003_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000004_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000004_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000004_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000004_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000004_000006.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000005_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000005_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000005_000006.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000005_000007.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000006_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000006_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000007_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000007_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000007_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000008_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000008_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000008_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000008_000006.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000009_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000009_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000009_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000009_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000010_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000010_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000011_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000011_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000012_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000012_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000012_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000012_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172357_000013_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000001_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000003_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000004_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000004_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000005_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000005_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000006_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000006_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000008_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000009_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000009_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000010_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000010_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000011_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000011_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000011_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000011_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000012_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000013_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000016_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000017_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000017_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000018_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000019_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000020_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000023_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000025_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000026_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000027_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000028_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000029_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000029_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000030_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000031_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000031_000004.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000034_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000035_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000036_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000038_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000038_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000041_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000042_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000046_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000047_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000048_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000050_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000051_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000053_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000053_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000056_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000056_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000058_000005.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000059_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000060_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000060_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000060_000006.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000061_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000063_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000063_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000064_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000064_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000065_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000066_000002.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000066_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000067_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000068_000001.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000069_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000070_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000071_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000073_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000076_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000078_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000080_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000082_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000084_000003.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000089_000000.wav,1
voice_dataset\LibriSeVoc\gt\460_172359_000090_000005.wav,1
